array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
250100_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16570	glutamine synthetase 1;4	5	5421926,5422050,5422200,5422359,5422441,5422478	5422558,5422611,5422699,5422773,5422863,5422923
250102_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16590	Leucine-rich repeat protein kinase family protein	5	5433298,5433553	5433647,5433896
250103_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16600	myb domain protein 43	5	5439658	5440212
250104_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16610	unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	5	5445092,5445343,5445439,5445592	5445664,5445755,5445834,5445871
250105_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16630	DNA repair protein Rad4 family	5	5458640,5458640,5458774	5458983,5459078,5459454
250106_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16640	Pentatricopeptide repeat (PPR) superfamily protein	5	5461988	5462493
250107_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15330	SPX domain gene 4	5	4981435,4981502	4981580,4982043
250108_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15150	homeobox 3	5	4913962,4914286	4914841,4915028
250109_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15230	GAST1 protein homolog 4	5	4945027,4945082,4945283,4945321	4945440,4945473,4945844,4945993
250110_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15350	early nodulin-like protein 17	5	4985223,4985527	4985980,4986146
250111_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16290	VALINE-TOLERANT 1	5	5336310,5336349,5336460,5336564,5336664,5336786	5336877,5337029,5337139,5337204,5337304,5337381
250112_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16300	Vps51/Vps67 family (components of vesicular transport) protein	5	5341304,5341324,5341437,5341616	5341779,5341947,5342034,5342179
250113_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16320	FRIGIDA like 1	5	5345359	5345890
250114_s_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16370;AT5G16340	[AT5G16370, acyl activating enzyme 5];[AT5G16340, AMP-dependent synthetase and ligase family protein]	[AT5G16370, 5];[AT5G16340, 5]	[AT5G16370, 5357113];[AT5G16340, 5349539]	[AT5G16370, 5357378];[AT5G16340, 5349804]
250115_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16420	Pentatricopeptide repeat (PPR-like) superfamily protein	5	5369075	5369641
250116_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16430	Cysteine/Histidine-rich C1 domain family protein	5	5370387	5370593
250117_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16440	isopentenyl diphosphate isomerase 1	5	5372538,5372601,5372909,5373011	5373102,5373239,5373325,5373474
250118_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16460	Putative adipose-regulatory protein (Seipin)	5	5377214	5377613
250119_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16470	zinc finger (C2H2 type) family protein	5	5379539	5379807
250120_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16490	ROP-interactive CRIB motif-containing protein 4	5	5384504,5384682,5384859	5384987,5385088,5385192
250121_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16500	Protein kinase superfamily protein	5	5386735	5387264
250122_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16520	unknown protein; Has 25 Blast hits to 25 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 25; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	5	5394740,5394921,5395111,5395261	5395342,5395515,5395608,5395636
250123_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16530	Auxin efflux carrier family protein	5	5401292,5401396,5401905,5401990	5402084,5402241,5402396,5402435
250124_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16480	Phosphotyrosine protein phosphatases superfamily protein	5	5381342,5381603,5381701,5381744,5381829	5381886,5382114,5382207,5382470,5382591
250125_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16390	chloroplastic acetylcoenzyme A carboxylase 1	5	5361105,5361121,5361272,5361337,5361566	5361637,5361780,5362101,5362174,5362258
250126_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16310	Peptidase C12, ubiquitin carboxyl-terminal hydrolase 1	5	5342586	5343101
250127_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16380	Protein of unknown function, DUF538	5	5360125	5360501
250128_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16540	zinc finger nuclease 3	5	5404353,5404693	5404777,5405008
250129_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16450	Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase	5	5374413,5374540	5375026,5375332
250130_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16510	Alpha-1,4-glucan-protein synthase family protein	5	5393743	5394293
250131_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16550	unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	5	5405680,5405879,5406137	5406374,5406484,5406609
250132_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16560	Homeodomain-like superfamily protein	5	5407674,5407674,5408229,5408376,5409254	5409299,5410182,5410258,5410363,5410476
250133_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16400	thioredoxin F2	5	5363921,5364039,5364118	5364217,5364927,5365211
250134_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16505	transposable element gene	5	5391695	5392014
250135_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15360	unknown protein; Has 4 Blast hits to 4 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 4; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	5	4987499,4987557,4987788,4987905,4987986	4988147,4988267,4988397,4988528,4988567
250136_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15380	domains rearranged methylase 1	5	4994196,4994309	4994389,4994807
250137_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15390	tRNA/rRNA methyltransferase (SpoU) family protein	5	4995891,4996013,4996528,4996666,4996760	4996821,4996895,4997033,4997121,4997224
250138_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14610	DEAD box RNA helicase family protein	5	4713966,4714035,4714117	4714506,4714593,4714639
250139_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14620	domains rearranged methyltransferase 2	5	4715462,4715860	4715979,4716092
250140_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14620	domains rearranged methyltransferase 2	5	4717638,4717722,4717798,4717844,4717923,4718022	4718120,4718169,4718245,4718377,4718456,4718471
250141_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14640	shaggy-like kinase 13	5	4719356,4719432,4719522,4719624,4719706,4719789	4719873,4719968,4720111,4720161,4720275,4720387
250142_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14650	Pectin lyase-like superfamily protein	5	4725685,4725829	4725936,4726305
250143_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14670	ADP-ribosylation factor A1B	5	4729335,4729466,4729639,4729709,4729940	4730059,4730142,4730260,4730387,4730472
250144_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14680	Adenine nucleotide alpha hydrolases-like superfamily protein	5	4731639,4731728,4732032,4732150	4732262,4732383,4732848,4732986
250145_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14690	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01516.1); Has 86 Blast hits to 86 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 84; Viruses - 2; Other Eukaryotes - 0 (source: NCBI BLink).	5	4733867	4734404
250146_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14660	peptide deformylase 1B	5	4727179,4727230,4727425,4727487,4727759	4727869,4727964,4728156,4728235,4728332
250147_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14600	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	5	4707898,4707966,4708056	4708300,4708760,4708993
250148_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14530	Transducin/WD40 repeat-like superfamily protein	5	4684782,4684940,4685080,4685129,4685218,4685299	4685382,4685519,4685607,4685723,4685971,4686024
250149_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14700	NAD(P)-binding Rossmann-fold superfamily protein	5	4740670,4740815,4741014	4741167,4741275,4741396
250150_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14710	CONTAINS InterPro DOMAIN/s: Proteasome assembly chaperone 3 (InterPro:IPR018788); Has 120 Blast hits to 120 proteins in 47 species: Archae - 0; Bacteria - 0; Metazoa - 62; Fungi - 2; Plants - 49; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).	5	4746475,4746524,4746726,4746773,4746863,4746909,4747248	4747314,4747399,4747442,4747581,4747638,4747726,4747735
250151_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14570	high affinity nitrate transporter 2.7	5	4695335,4695628	4695707,4695950
250152_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15120	Protein of unknown function (DUF1637)	5	4899224,4899295,4899379	4899508,4899917,4900111
250153_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15130	WRKY DNA-binding protein 72	5	4906338	4906791
250154_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15140	Galactose mutarotase-like superfamily protein	5	4910053,4910270	4910361,4910652
250155_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15160	BANQUO 2	5	4921505,4921642	4922425,4922536
250156_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15170	tyrosyl-DNA phosphodiesterase-related	5	4926483,4926590,4926672,4926755,4926842	4926932,4927011,4927064,4927141,4927238
250157_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15180	Peroxidase superfamily protein	5	4931051,4931061,4931385	4931550,4931805,4932115
250158_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15190	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: LP.04 four leaves visible, 4 anthesis, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; Has 7 Blast hits to 7 proteins in 3 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 7; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	5	4933152	4933477
250159_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15200	Ribosomal protein S4	5	4935145,4935310,4935663	4936044,4936307,4936330
250160_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15210	homeobox protein 30	5	4937875	4938450
250161_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15240	Transmembrane amino acid transporter family protein	5	4949531,4949606	4949693,4950158
250162_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15250	FTSH protease 6	5	4950479,4950758	4950832,4951063
250164_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15280	Pentatricopeptide repeat (PPR) superfamily protein	5	4965390	4965948
250165_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15290	Uncharacterised protein family (UPF0497)	5	4967165,4967314,4967424	4967547,4967628,4967795
250166_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15300	Pentatricopeptide repeat (PPR) superfamily protein	5	4968412	4968971
250167_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15310	myb domain protein 16	5	4975436,4975661	4975739,4976103
250168_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15320	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01130.1); Has 64 Blast hits to 64 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 64; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	5	4977840,4977865	4978611,4978749
250169_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15340	Pentatricopeptide repeat (PPR) superfamily protein	5	4982277	4982868
250170_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14260	Rubisco methyltransferase family protein	5	4602771,4602793,4602883,4602967,4603064,4603150,4603222	4603341,4603508,4603609,4603706,4603877,4603953,4604046
250171_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14300	prohibitin 5	5	4613288,4613389	4613562,4613967
250172_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14330	unknown protein; Has 8 Blast hits to 8 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 8; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	5	4620029,4620220	4620439,4620541
250173_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14340	myb domain protein 40	5	4623654,4623720	4624251,4624779
250174_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14380	arabinogalactan protein 6	5	4636124	4636540
250175_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14390	alpha/beta-Hydrolases superfamily protein	5	4637622,4638036	4638128,4638163
250176_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14400	cytochrome P450, family 724, subfamily A, polypeptide 1	5	4645025,4645126,4645211,4645297,4645465,4645489	4645653,4645759,4645907,4646028,4646280,4646319
250177_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14420	RING domain ligase2	5	4648567,4648582,4648678,4648870,4648952	4649079,4649147,4649252,4649350,4649352
250178_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14430	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	5	4654983,4655021,4655133	4655353,4655423,4655683
250179_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14440	Surfeit locus protein 2 (SURF2)	5	4656070,4656176,4656498,4656597	4656699,4657028,4657141,4657181
250180_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14450	GDSL-like Lipase/Acylhydrolase superfamily protein	5	4659284,4659333,4659422	4659695,4659787,4660000
250181_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14460	Pseudouridine synthase family protein	5	4660426,4660441,4660521,4660604,4660696,4660805	4660885,4660995,4661085,4661163,4661242,4661322
250182_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14470	GHMP kinase family protein	5	4663051,4663275,4663348,4663508	4663589,4663705,4663794,4663843
250183_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14510	ARM repeat superfamily protein	5	4678127	4678724
250184_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14240	Thioredoxin superfamily protein	5	4596315,4596395,4596588,4596793	4596894,4597037,4597321,4597355
250185_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14310	carboxyesterase 16	5	4616343,4616391	4616882,4617375
250186_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14500	aldose 1-epimerase family protein	5	4674518,4674720,4674814,4674913,4675000	4675102,4675264,4675395,4675471,4675482
250187_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14370	CCT motif family protein	5	4632392,4632537	4632854,4633210
250188_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14250	Proteasome component (PCI) domain protein	5	4599175,4599182,4599383,4599448,4599602,4599691,4599780	4599938,4600031,4600152,4600334,4600406,4600490,4600546
250189_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14410	unknown protein; Has 23 Blast hits to 23 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 23; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	5	4646910,4647191	4647292,4647397
250190_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14320	Ribosomal protein S13/S18 family	5	4617915,4618006,4618234	4618458,4618656,4618771
250191_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14270	bromodomain and extraterminal domain protein 9	5	4607642,4607712,4607807,4607873	4607983,4608125,4608254,4608494
250192_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14520	pescadillo-related	5	4680871,4680872,4681010,4681207	4681299,4681518,4681616,4681675
250193_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14540	Protein of unknown function (DUF1421)	5	4687519	4687838
250194_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14550	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein	5	4691349,4691359,4691464,4691592,4691747,4691896,4691989	4692054,4692240,4692278,4692549,4692629,4692760,4692802
250195_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14560	unknown protein; Has 2 Blast hits to 2 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	5	4693966	4694073
250196_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14580	polyribonucleotide nucleotidyltransferase, putative	5	4697846	4698311
250197_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14590	Isocitrate/isopropylmalate dehydrogenase family protein	5	4703563,4703626,4703907,4704029,4704182,4704324	4704402,4704436,4704537,4704537,4704652,4704652
250198_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14100	non-intrinsic ABC protein 14	5	4549761,4549784,4550003,4550087,4550319,4550367	4550434,4550520,4550604,4550718,4550831,4550939
250199_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14180	Myzus persicae-induced lipase 1	5	4571447,4571764,4571838,4571933,4572020	4572099,4572186,4572226,4572323,4572354
250200_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14130	Peroxidase superfamily protein	5	4558865	4559367
250201_at	oligonucleotide	Arabidopsis thaliana	no	AT5G14230	CONTAINS InterPro DOMAIN/s: Ankyrin repeat-containing domain (InterPro:IPR020683), Ankyrin repeat (InterPro:IPR002110); BEST Arabidopsis thaliana protein match is: XB3 ortholog 2 in Arabidopsis thaliana (TAIR:AT5G57740.1); Has 66374 Blast hits to 25358 proteins in 1201 species: Archae - 121; Bacteria - 8133; Metazoa - 29530; Fungi - 5885; Plants - 3349; Viruses - 785; Other Eukaryotes - 18571 (source: NCBI BLink).	5	4595176	4595739
250202_at	oligonucleotide	Arabidopsis thaliana	no	AT5G13970	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G13310.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).	5	4506402	4506972
250203_at	oligonucleotide	Arabidopsis thaliana	no	AT5G13980	Glycosyl hydrolase family 38 protein	5	4513330,4513350,4513454,4513564,4513651,4513746	4513842,4513889,4513957,4514025,4514092,4514321
